(at time 1, process idx=0 , remaining cpu-burst=15) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 8328, process idx=1 , remaining cpu-burst=4) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=1)]
(at time 8329, process idx=1 , remaining cpu-burst=3) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8330, process idx=1 , remaining cpu-burst=2) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8331, process idx=1 , remaining cpu-burst=1) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8332, process idx=9 , remaining cpu-burst=12) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=7)]
(at time 8333, process idx=9 , remaining cpu-burst=11) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=6)]
(at time 8334, process idx=9 , remaining cpu-burst=10) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=5)]
(at time 8335, process idx=9 , remaining cpu-burst=9) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=4)]
(at time 8336, process idx=9 , remaining cpu-burst=8) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=3)]
(at time 8337, process idx=9 , remaining cpu-burst=7) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=2)]
(at time 8338, process idx=9 , remaining cpu-burst=6) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=1)]
(at time 8339, process idx=9 , remaining cpu-burst=5) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8340, process idx=9 , remaining cpu-burst=4) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8341, process idx=9 , remaining cpu-burst=3) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8342, process idx=9 , remaining cpu-burst=2) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8343, process idx=9 , remaining cpu-burst=1) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8344, process idx=2 , remaining cpu-burst=18) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=10)]
(at time 8345, process idx=2 , remaining cpu-burst=17) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=9)]
(at time 8346, process idx=2 , remaining cpu-burst=16) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=8)]
(at time 8347, process idx=2 , remaining cpu-burst=15) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=7)]
(at time 8348, process idx=2 , remaining cpu-burst=14) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=6)]
(at time 8349, process idx=2 , remaining cpu-burst=13) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=5)]
(at time 8350, process idx=2 , remaining cpu-burst=12) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=4)]
(at time 8351, process idx=2 , remaining cpu-burst=11) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=3)]
(at time 8352, process idx=2 , remaining cpu-burst=10) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=2)]
(at time 8353, process idx=2 , remaining cpu-burst=9) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=1)]
(at time 8354, process idx=2 , remaining cpu-burst=8) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8355, process idx=2 , remaining cpu-burst=7) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8356, process idx=2 , remaining cpu-burst=6) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8357, process idx=2 , remaining cpu-burst=5) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8358, process idx=2 , remaining cpu-burst=4) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8359, process idx=2 , remaining cpu-burst=3) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8360, process idx=2 , remaining cpu-burst=2) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8361, process idx=2 , remaining cpu-burst=1) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8362, process idx=0 , remaining cpu-burst=20) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=13)]
(at time 8363, process idx=0 , remaining cpu-burst=19) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=12)]
(at time 8364, process idx=0 , remaining cpu-burst=18) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=11)]
(at time 8365, process idx=0 , remaining cpu-burst=17) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=10)]
(at time 8366, process idx=0 , remaining cpu-burst=16) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=9)]
(at time 8367, process idx=0 , remaining cpu-burst=15) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=8)]
(at time 8368, process idx=0 , remaining cpu-burst=14) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=7)]
(at time 8369, process idx=0 , remaining cpu-burst=13) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=6)]
(at time 8370, process idx=0 , remaining cpu-burst=12) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=5)]
(at time 8371, process idx=0 , remaining cpu-burst=11) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=4)]
(at time 8372, process idx=0 , remaining cpu-burst=10) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=3)]
(at time 8373, process idx=0 , remaining cpu-burst=9) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=2)]
(at time 8374, process idx=0 , remaining cpu-burst=8) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=1)]
(at time 8375, process idx=0 , remaining cpu-burst=7) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8376, process idx=0 , remaining cpu-burst=6) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8377, process idx=0 , remaining cpu-burst=5) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8378, process idx=0 , remaining cpu-burst=4) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8379, process idx=0 , remaining cpu-burst=3) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8380, process idx=0 , remaining cpu-burst=2) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8381, process idx=0 , remaining cpu-burst=1) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8382, process idx=4 , remaining cpu-burst=18) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=5)]
(at time 8383, process idx=4 , remaining cpu-burst=17) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=4)]
(at time 8384, process idx=4 , remaining cpu-burst=16) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=3)]
(at time 8385, process idx=4 , remaining cpu-burst=15) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=2)]
(at time 8386, process idx=4 , remaining cpu-burst=14) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=1)]
(at time 8387, process idx=4 , remaining cpu-burst=13) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8388, process idx=4 , remaining cpu-burst=12) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8389, process idx=4 , remaining cpu-burst=11) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8390, process idx=4 , remaining cpu-burst=10) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8391, process idx=4 , remaining cpu-burst=9) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8392, process idx=4 , remaining cpu-burst=8) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8393, process idx=4 , remaining cpu-burst=7) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8394, process idx=4 , remaining cpu-burst=6) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8395, process idx=4 , remaining cpu-burst=5) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8396, process idx=4 , remaining cpu-burst=4) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8397, process idx=4 , remaining cpu-burst=3) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8398, process idx=4 , remaining cpu-burst=2) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8399, process idx=4 , remaining cpu-burst=1) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8400, process idx=3 , remaining cpu-burst=17) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=5)]
(at time 8401, process idx=3 , remaining cpu-burst=16) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=4)]
(at time 8402, process idx=3 , remaining cpu-burst=15) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=3)]
(at time 8403, process idx=3 , remaining cpu-burst=14) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=2)]
(at time 8404, process idx=3 , remaining cpu-burst=13) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=1)]
(at time 8405, process idx=3 , remaining cpu-burst=12) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8406, process idx=3 , remaining cpu-burst=11) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8407, process idx=3 , remaining cpu-burst=10) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8408, process idx=3 , remaining cpu-burst=9) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8409, process idx=3 , remaining cpu-burst=8) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8410, process idx=3 , remaining cpu-burst=7) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8411, process idx=3 , remaining cpu-burst=6) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8412, process idx=3 , remaining cpu-burst=5) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8413, process idx=3 , remaining cpu-burst=4) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8414, process idx=3 , remaining cpu-burst=3) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8415, process idx=3 , remaining cpu-burst=2) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8416, process idx=3 , remaining cpu-burst=1) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8417, process idx=5 , remaining cpu-burst=20) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=5)]
(at time 8418, process idx=5 , remaining cpu-burst=19) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=4)]
(at time 8419, process idx=5 , remaining cpu-burst=18) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=3)]
(at time 8420, process idx=5 , remaining cpu-burst=17) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=2)]
(at time 8421, process idx=5 , remaining cpu-burst=16) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=1)]
(at time 8422, process idx=5 , remaining cpu-burst=15) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8423, process idx=5 , remaining cpu-burst=14) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8424, process idx=5 , remaining cpu-burst=13) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8425, process idx=5 , remaining cpu-burst=12) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8426, process idx=5 , remaining cpu-burst=11) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8427, process idx=5 , remaining cpu-burst=10) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8428, process idx=5 , remaining cpu-burst=9) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8429, process idx=5 , remaining cpu-burst=8) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8430, process idx=5 , remaining cpu-burst=7) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8431, process idx=5 , remaining cpu-burst=6) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8432, process idx=5 , remaining cpu-burst=5) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8433, process idx=5 , remaining cpu-burst=4) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8434, process idx=5 , remaining cpu-burst=3) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8435, process idx=5 , remaining cpu-burst=2) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8436, process idx=5 , remaining cpu-burst=1) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8437, process idx=6 , remaining cpu-burst=12) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=9)]
(at time 8438, process idx=6 , remaining cpu-burst=11) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=8)]
(at time 8439, process idx=6 , remaining cpu-burst=10) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=7)]
(at time 8440, process idx=6 , remaining cpu-burst=9) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=6)]
(at time 8441, process idx=6 , remaining cpu-burst=8) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=5)]
(at time 8442, process idx=6 , remaining cpu-burst=7) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=4)]
(at time 8443, process idx=6 , remaining cpu-burst=6) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=3)]
(at time 8444, process idx=6 , remaining cpu-burst=5) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=2)]
(at time 8445, process idx=6 , remaining cpu-burst=4) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=1)]
(at time 8446, process idx=6 , remaining cpu-burst=3) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8447, process idx=6 , remaining cpu-burst=2) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8448, process idx=6 , remaining cpu-burst=1) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8449, process idx=7 , remaining cpu-burst=16) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=14)]
(at time 8450, process idx=7 , remaining cpu-burst=15) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=13)]
(at time 8451, process idx=7 , remaining cpu-burst=14) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=12)]
(at time 8452, process idx=7 , remaining cpu-burst=13) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=11)]
(at time 8453, process idx=7 , remaining cpu-burst=12) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=10)]
(at time 8454, process idx=7 , remaining cpu-burst=11) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=9)]
(at time 8455, process idx=7 , remaining cpu-burst=10) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=8)]
(at time 8456, process idx=7 , remaining cpu-burst=9) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=7)]
(at time 8457, process idx=7 , remaining cpu-burst=8) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=6)]
(at time 8458, process idx=7 , remaining cpu-burst=7) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=5)]
(at time 8459, process idx=7 , remaining cpu-burst=6) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=4)]
(at time 8460, process idx=7 , remaining cpu-burst=5) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=3)]
(at time 8461, process idx=7 , remaining cpu-burst=4) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=2)]
(at time 8462, process idx=7 , remaining cpu-burst=3) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=1)]
(at time 8463, process idx=7 , remaining cpu-burst=2) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 8464, process idx=7 , remaining cpu-burst=1) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 8465, process idx=8 , remaining cpu-burst=17) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=14)]
(at time 8466, process idx=8 , remaining cpu-burst=16) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=13)]
(at time 8467, process idx=8 , remaining cpu-burst=15) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=12)]
(at time 8468, process idx=8 , remaining cpu-burst=14) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=11)]
(at time 8469, process idx=8 , remaining cpu-burst=13) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=10)]
(at time 8470, process idx=8 , remaining cpu-burst=12) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=9)]
(at time 8471, process idx=8 , remaining cpu-burst=11) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=8)]
(at time 8472, process idx=8 , remaining cpu-burst=10) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=7)]
(at time 8473, process idx=8 , remaining cpu-burst=9) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=6)]
(at time 8474, process idx=8 , remaining cpu-burst=8) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=5)]
(at time 8475, process idx=8 , remaining cpu-burst=7) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=4)]
(at time 8476, process idx=8 , remaining cpu-burst=6) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=3)]
(at time 8477, process idx=8 , remaining cpu-burst=5) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=2)]
(at time 8478, process idx=8 , remaining cpu-burst=4) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=1)]
(at time 8479, process idx=8 , remaining cpu-burst=3) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8480, process idx=8 , remaining cpu-burst=2) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8481, process idx=8 , remaining cpu-burst=1) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8482, process idx=1 , remaining cpu-burst=11) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=10)]
(at time 8483, process idx=1 , remaining cpu-burst=10) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=9)]
(at time 8484, process idx=1 , remaining cpu-burst=9) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=8)]
(at time 8485, process idx=1 , remaining cpu-burst=8) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=7)]
(at time 8486, process idx=1 , remaining cpu-burst=7) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=6)]
(at time 8487, process idx=1 , remaining cpu-burst=6) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=5)]
(at time 8488, process idx=1 , remaining cpu-burst=5) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=4)]
(at time 8489, process idx=1 , remaining cpu-burst=4) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=3)]
(at time 8490, process idx=1 , remaining cpu-burst=3) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=2)]
(at time 8491, process idx=1 , remaining cpu-burst=2) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=1)]
(at time 8492, process idx=1 , remaining cpu-burst=1) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8493, process idx=9 , remaining cpu-burst=9) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=11)]
(at time 8494, process idx=9 , remaining cpu-burst=8) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=10)]
(at time 8495, process idx=9 , remaining cpu-burst=7) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=9)]
(at time 8496, process idx=9 , remaining cpu-burst=6) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=8)]
(at time 8497, process idx=9 , remaining cpu-burst=5) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=7)]
(at time 8498, process idx=9 , remaining cpu-burst=4) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=6)]
(at time 8499, process idx=9 , remaining cpu-burst=3) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=5)]
(at time 8500, process idx=9 , remaining cpu-burst=2) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=4)]
(at time 8501, process idx=9 , remaining cpu-burst=1) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=3)]
(at time 8502, process idx=2 , remaining cpu-burst=11) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=2) 9(io=11)]
(at time 8503, process idx=2 , remaining cpu-burst=10) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=1) 9(io=10)]
(at time 8504, process idx=2 , remaining cpu-burst=9) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=9)]
(at time 8505, process idx=2 , remaining cpu-burst=8) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=8)]
(at time 8506, process idx=2 , remaining cpu-burst=7) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=7)]
(at time 8507, process idx=2 , remaining cpu-burst=6) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=6)]
(at time 8508, process idx=2 , remaining cpu-burst=5) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=5)]
(at time 8509, process idx=2 , remaining cpu-burst=4) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=4)]
(at time 8510, process idx=2 , remaining cpu-burst=3) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=3)]
(at time 8511, process idx=2 , remaining cpu-burst=2) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=2)]
(at time 8512, process idx=2 , remaining cpu-burst=1) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=1)]
(at time 8513, process idx=0 , remaining cpu-burst=18) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=7)]
(at time 8514, process idx=0 , remaining cpu-burst=17) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=6)]
(at time 8515, process idx=0 , remaining cpu-burst=16) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=5)]
(at time 8516, process idx=0 , remaining cpu-burst=15) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=4)]
(at time 8517, process idx=0 , remaining cpu-burst=14) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=3)]
(at time 8518, process idx=0 , remaining cpu-burst=13) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=2)]
(at time 8519, process idx=0 , remaining cpu-burst=12) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=1)]
(at time 8520, process idx=0 , remaining cpu-burst=11) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8521, process idx=0 , remaining cpu-burst=10) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8522, process idx=0 , remaining cpu-burst=9) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8523, process idx=0 , remaining cpu-burst=8) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8524, process idx=0 , remaining cpu-burst=7) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8525, process idx=0 , remaining cpu-burst=6) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8526, process idx=0 , remaining cpu-burst=5) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8527, process idx=0 , remaining cpu-burst=4) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8528, process idx=0 , remaining cpu-burst=3) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8529, process idx=0 , remaining cpu-burst=2) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8530, process idx=0 , remaining cpu-burst=1) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8531, process idx=4 , remaining cpu-burst=15) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=10)]
(at time 8532, process idx=4 , remaining cpu-burst=14) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=9)]
